title,normalized_title,portal_collections,search_collections,is_overlap
journal of soils and sediments,journal of soils and sediments,IWRG paper,Journal Articles,False
The Warmth of love: the four seasons of Sophie Thomas,the warmth of love the four seasons of sophie thomas,Movies,,False
"Examination of factors influencing Nechako River discharge, temperature, and aquatic habitats",examination of factors influencing nechako river discharge temperature and aquatic habitats,Nechako Archives,,False
h abitat s election a nd o ccupancy p atterns o f a merican m ink n eovison vison d uring w inter i n n orth c entral b ritish c olumbia c anada,h abitat s election a nd o ccupancy p atterns o f a merican m ink n eovison vison d uring w inter i n n orth c entral b ritish c olumbia c anada,Nechako Archives,,False
"The Blackwater gold-spessartine-pyrolusite glacial dispersal train, British Columbia, Canada: Influence of sampling depth on indicator mineralogy and geochemistry | Geochemistry: Exploration, Environment, Analysis",the blackwater goldspessartinepyrolusite glacial dispersal train british columbia canada influence of sampling depth on indicator mineralogy and geochemistry geochemistry exploration environment analysis,Nechako Archives,,False
the minerals metals materials series,the minerals metals materials series,Books; Nechako Archives,,False
Mechanisms of Inverted Seismic Multiplets,mechanisms of inverted seismic multiplets,Nechako Archives,,False
hydrology and earth system sciences katlenburglindau,hydrology and earth system sciences katlenburglindau,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
Assimilation of water temperature and discharge data for ensemble water temperature forecasting,assimilation of water temperature and discharge data for ensemble water temperature forecasting,"Sample 1 (Jan 10th, 2022); MP-JD Saturation Search (Journals only); Resources for Import (Jonathan)",,True
hydrological processes,hydrological processes,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Lit Review Master List,Journal Articles,False
Assessment of a hydrologic model's reliability in simulating flow regime alterations in a changing climate - Shrestha - 2016 - Hydrological Processes - Wiley Online Library,assessment of a hydrologic models reliability in simulating flow regime alterations in a changing climate shrestha 2016 hydrological processes wiley online library,Nechako Archives,,False
watershed2016proceedingswebpdf,watershed2016proceedingswebpdf,Nechako Archives,,False
canadian journal of criminology and criminal justice,canadian journal of criminology and criminal justice,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,False
larsenpdf,larsenpdf,Nechako Archives,,False
the canadian geographer le géographe canadien,the canadian geographer le géographe canadien,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Lit Review Master List,Journal Articles,False
Writing Intimacy Into Feminist Geography,writing intimacy into feminist geography,Books; Nechako Archives,,False
Using Remotely Sensed MODIS Snow Product for the Management of Reservoirs in a Mountainous Canadian Watershed,using remotely sensed modis snow product for the management of reservoirs in a mountainous canadian watershed,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,True
Relationship of tree growth to climate in the Nechako region of central interior British Columbia | Simon Fraser University Science Undergraduate Research Journal,relationship of tree growth to climate in the nechako region of central interior british columbia simon fraser university science undergraduate research journal,Nechako Archives,,False
"GRAVITY AND MAGNETIC INTERPRETATION IN THE NECHAKO BASIN, BC, CANADA : Symposium on the Application of Geophysics to Engineering and Environmental Problems: Vol. , No. (Society of Exploration Geophysicists)",gravity and magnetic interpretation in the nechako basin bc canada symposium on the application of geophysics to engineering and environmental problems vol no society of exploration geophysicists,Nechako Archives,,False
"Exploring connections among nature, biodiversity, ecosystem services, and human health and well-being: Opportunities to enhance health and biodiversity conservation",exploring connections among nature biodiversity ecosystem services and human health and wellbeing opportunities to enhance health and biodiversity conservation,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
canadian journal of earth sciences,canadian journal of earth sciences,"Sample 1 (Jan 10th, 2022); MP-JD Saturation Search (Journals only); Resources for Import (Jonathan)",Journal Articles,False
canadian journal of zoology,canadian journal of zoology,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,False
rural and remote health journal,rural and remote health journal,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Lit Review Master List,,False
"Potassium–Argon Dating of Blueschists from Pinchi Lake, Central British Columbia - Canadian Journal of Earth Sciences",potassiumargon dating of blueschists from pinchi lake central british columbia canadian journal of earth sciences,Nechako Archives,,False
bulletin of canadian petroleum geology,bulletin of canadian petroleum geology,Subsurface papers; Nechako Archives,,False
Sediment Dispersion in Salmon Spawning Streams: The Influence of Floods and Salmon Redd Construction1,sediment dispersion in salmon spawning streams the influence of floods and salmon redd construction1,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
north american journal of fisheries management,north american journal of fisheries management,Large Lakes Monitoring,Journal Articles,False
university of british columbia law review,university of british columbia law review,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
mcgill law journal,mcgill law journal,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
Collaboration between Aboriginal peoples and the Canadian forest sector: A typology of arrangements for establishing control and determining benefits of forestlands,collaboration between aboriginal peoples and the canadian forest sector a typology of arrangements for establishing control and determining benefits of forestlands,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
Twenty-First-Century Debt Collectors: Idle No More Combats a Five-Hundred-Year-Old Debt,twentyfirstcentury debt collectors idle no more combats a fivehundredyearold debt,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
"The implications and challenges of First Nations forestry negotiations in British Columbia, Canada: The Tl'azt'en Nation experience",the implications and challenges of first nations forestry negotiations in british columbia canada the tlazten nation experience,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,True
The Relatively Infinite Value of the Environment,the relatively infinite value of the environment,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
